Dates,Times,closePrices,upPrices,downPrices,AvgGain,AvgLoss,RS,RSI
12/06/2021,5:00PM,0.173694,0.0,-5.400000000002625e-05,0.0009880714285714295,0.0007864285714285728,1.2564032697547673,55.68168095640622
12/06/2021,6:00PM,0.173911,0.00021700000000002273,0.0,0.0009583571428571457,0.0007864285714285728,1.2186194368755692,54.9269251238384
12/06/2021,7:00PM,0.174541,0.0006299999999999917,0.0,0.001003357142857145,0.0007070000000000012,1.4191755910284911,58.663604092712475
12/06/2021,8:00PM,0.173966,0.0,-0.0005749999999999922,0.001003357142857145,0.0006006428571428592,1.6704721132120328,62.553437833986436
12/06/2021,9:00PM,0.177566,0.003599999999999992,0.0,0.0012605000000000016,0.00042664285714285954,2.9544617445169803,74.71210838272643
12/06/2021,10:00PM,0.179127,0.0015610000000000068,0.0,0.0013720000000000021,0.0003838571428571441,3.574246371417932,78.13847530713527
12/06/2021,11:00PM,0.178143,0.0,-0.0009840000000000126,0.0013325000000000023,0.0004541428571428593,2.9340987731991106,74.58121776676123
12/07/2021,12:00AM,0.17911,0.0009669999999999956,0.0,0.0014015714285714306,0.00017250000000000202,8.125051759834285,89.04115805236637
12/07/2021,1:00AM,0.17992,0.0008100000000000052,0.0,0.0014594285714285738,0.00015335714285714556,9.516534699580658,90.4911643562601
12/07/2021,2:00AM,0.178141,0.0,-0.0017790000000000028,0.0011142142857142878,0.0002804285714285743,3.973255221599559,79.89244558258629
12/07/2021,3:00AM,0.179305,0.0011639999999999984,0.0,0.0011973571428571448,0.000257857142857145,4.643490304709109,82.28046924851509
12/07/2021,4:00AM,0.17928,0.0,-2.4999999999997247e-05,0.0011973571428571448,0.0002440714285714308,4.9057652911910665,83.06739345887007
12/07/2021,5:00AM,0.179097,0.0,-0.00018299999999998873,0.0011696428571428591,0.00025714285714285856,4.548611111111094,81.97747183979969
12/07/2021,6:00AM,0.180701,0.0016039999999999943,0.0,0.0007892857142857165,0.00025714285714285856,3.069444444444436,75.4266211604095
